gid,state,lat,long
4251122,Uttar Pradesh,27.9276,78.0806
4251123,Gujarat,21.171,72.8569
4251124,Karnataka,14.2661,75.3573
4251125,Jammu and Kashmir,34.153,74.8407
4251126,Uttar Pradesh,26.6819,83.5927
4251127,Rajasthan,26.988,73.271
4251128,Uttar Pradesh,25.2967,83.0541
4251129,Odisha,19.3567,84.9817
4251130,Maharashtra,18.1419,76.1951
4251131,Karnataka,17.9142,77.5191
4251132,West Bengal,24.2043,88.0083
4251133,West Bengal,23.3602,88.3774
4251134,West Bengal,22.8769,88.7609
4251135,West Bengal,24.3506,88.2818
4251136,West Bengal,22.3596,88.1899
4251137,Tripura,23.4754,91.2654
4251138,Gujarat,21.8513,69.8111
4251139,Uttar Pradesh,28.9481,78.7499
4251140,Uttar Pradesh,28.3095,77.6779
4251141,Uttar Pradesh,28.8239,77.411
4251142,Gujarat,22.9994,72.5443
4251143,West Bengal,25.2598,88.4002
4251144,Uttarakhand,29.3956,79.1205
4251145,Andhra Pradesh,13.7219,77.4982
4251146,West Bengal,22.2361,88.5644
4251147,West Bengal,22.8338,88.8665
4251148,Punjab,30.6384,76.8813
4251149,Gujarat,21.184,72.8377
4251150,Maharashtra,19.4285,72.8419
4251151,West Bengal,24.2598,88.3064
4251152,West Bengal,26.1628,89.1852
4251153,Uttar Pradesh,29.9734,77.5429
4251154,Karnataka,13.3654,77.6266
4251155,Uttar Pradesh,28.8,78.7771
4251156,Maharashtra,18.753,73.8609
4251157,Rajasthan,29.0106,75.3144
4251158,Maharashtra,21.4419,80.2718
4251159,Uttar Pradesh,29.4254,77.157
4251160,Jammu and Kashmir,33.6477,74.9927
4251161,Tripura,23.8171,91.2521
4251162,Maharashtra,17.6931,75.9258
4251163,West Bengal,23.0814,88.08
4251164,West Bengal,22.9037,87.3975
4251165,Uttar Pradesh,29.3048,78.5102
4251166,Bihar,25.998,87.3996
4251167,West Bengal,25.3575,88.162
4251168,Uttar Pradesh,28.6939,79.5232
4251169,Uttar Pradesh,27.9318,78.0756
4251170,Uttar Pradesh,25.5808,81.2713
4251171,Uttar Pradesh,28.3749,79.1975
4251172,West Bengal,21.8669,87.816
4251173,Maharashtra,18.5938,73.9218
4251174,Odisha,21.8279,85.5687
4251175,Gujarat,21.7638,72.1106
4251176,Haryana,28.4885,77.0113
4251177,Uttar Pradesh,28.5895,78.8116
4251178,West Bengal,21.7712,88.0974
4251179,Uttar Pradesh,29.0581,78.7699
4251180,West Bengal,22.2045,87.0017
4251181,West Bengal,22.6578,88.4719
4251182,West Bengal,22.0551,87.9513
4251183,West Bengal,24.636,87.9151
4251184,Tamil Nadu,12.8496,80.1407
4251185,Gujarat,23.004,72.6504
4251186,Uttar Pradesh,28.9533,78.8287
4251187,Gujarat,22.952,72.6178
4251188,Uttar Pradesh,26.6346,81.5101
4251189,Jharkhand,24.9969,87.842
4251190,Assam,24.5581,92.6065
4251191,Jharkhand,23.7161,86.401
4251192,West Bengal,23.9988,88.102
4251193,Karnataka,16.3908,75.1091
4251194,West Bengal,23.087,88.5382
4251195,Odisha,20.0698,86.2201
4251196,Odisha,21.8332,83.9081
4251197,Gujarat,22.3962,69.7407
4251198,Karnataka,15.202,76.6605
4251199,Uttarakhand,29.7902,77.877
4251200,Uttar Pradesh,26.642,82.1195
4251201,Uttar Pradesh,29.0497,77.8054
4251202,West Bengal,24.4392,87.861
4251203,Punjab,31.1455,74.559
4251204,Uttar Pradesh,26.746,81.7487
4251205,Bihar,25.7102,85.6429
4251206,Uttar Pradesh,26.9619,79.2373
4251207,Maharashtra,19.268,76.7649
4251208,West Bengal,26.2307,89.4047
4251209,Rajasthan,24.4762,72.7787
4251210,Karnataka,13.2603,77.5524
4251211,Odisha,20.4647,86.6868
4251212,West Bengal,22.3961,87.2129
4251213,Uttar Pradesh,25.8453,78.9052
4251214,Uttar Pradesh,26.8363,81.3209
4251215,Uttar Pradesh,28.6697,78.3974
4251216,West Bengal,24.0526,88.3525
4251217,Uttar Pradesh,27.5132,80.8883
4251218,Uttar Pradesh,28.8185,78.671
4251219,West Bengal,23.5604,88.3643
4251220,Uttar Pradesh,27.9535,79.2267
4251221,Uttar Pradesh,28.627,77.7535
4251222,West Bengal,25.018,88.1893
4251223,Jammu and Kashmir,34.0864,74.6801
4251224,West Bengal,23.3055,87.4173
4251225,Uttar Pradesh,27.1566,82.988
4251226,Uttar Pradesh,28.3658,79.4465
4251227,West Bengal,22.772,88.8328
4251228,West Bengal,22.0446,87.9096
4251229,West Bengal,22.6526,87.4272
4251230,Uttar Pradesh,25.2924,82.8754
4251231,West Bengal,22.6188,88.5391
4251232,Uttar Pradesh,26.9096,83.91
4251233,West Bengal,21.7717,87.6634
4251234,Punjab,31.3445,75.5526
4251235,Uttar Pradesh,26.8854,78.8998
4251236,West Bengal,22.3053,88.5758
4251237,West Bengal,26.4013,89.6497
4251238,West Bengal,23.2781,87.5263
4251239,Uttar Pradesh,28.7278,77.3345
4251240,West Bengal,22.7887,88.2223
4251241,Jharkhand,24.0073,85.3492
4251242,Uttarakhand,30.3321,78.0616
4251243,Gujarat,22.5163,72.8789
4251244,West Bengal,25.496,87.9437
4251245,West Bengal,22.7095,88.7371
4251246,West Bengal,26.0659,89.4795
4251247,Uttar Pradesh,29.858,77.3337
4251248,Haryana,28.4217,76.0211
4251249,West Bengal,21.7736,87.4293
4251250,Rajasthan,25.1514,75.8608
4251251,Bihar,26.2666,88.1789
4251252,Uttar Pradesh,27.2492,78.047
4251253,Karnataka,17.7274,77.368
4251254,Uttar Pradesh,30.0344,77.7515
4251255,Uttar Pradesh,28.7463,77.2905
4251256,Uttar Pradesh,25.7681,82.5966
4251257,Uttar Pradesh,27.6537,80.4761
4251258,Uttar Pradesh,27.8093,78.6428
4251259,Andhra Pradesh,16.9593,80.7917
4251260,Jammu and Kashmir,33.8776,74.949
4251261,West Bengal,21.7932,87.4152
4251262,Bihar,26.1299,86.8883
4251263,Gujarat,21.8135,72.6664
4251264,Gujarat,23.3783,69.1986
4251265,West Bengal,22.5476,88.6012
4251266,Madhya Pradesh,23.8271,79.5744
4251267,West Bengal,22.6231,87.4716
4251268,West Bengal,22.6539,88.6844
4251269,West Bengal,22.9424,86.765
4251270,West Bengal,22.3647,87.9748
4251271,Rajasthan,26.8081,75.5552
4251272,Uttar Pradesh,26.9724,81.4183
4251273,Maharashtra,19.8423,75.2124
4251274,Uttar Pradesh,28.3637,79.4438
4251275,Bihar,25.4625,87.0931
4251276,West Bengal,22.509,87.9828
4251277,Uttar Pradesh,27.1081,78.5776
4251278,Gujarat,21.1533,72.8382
4251279,Maharashtra,17.3527,74.5277
4251280,Bihar,26.8531,85.0044
4251281,West Bengal,23.5042,88.303
4251282,Bihar,25.8141,85.0175
4251283,West Bengal,23.4184,88.1842
4251284,Karnataka,13.4901,77.4597
4251285,Uttar Pradesh,28.2443,81.0365
4251286,Uttar Pradesh,28.8443,78.8575
4251287,West Bengal,22.5179,88.7821
4251288,Uttar Pradesh,28.355,79.3998
4251289,Uttar Pradesh,29.2312,77.3973
4251290,Uttar Pradesh,27.0288,78.8895
4251291,Haryana,28.3318,77.3173
4251292,West Bengal,22.2631,87.6406
4251293,Uttar Pradesh,25.8482,83.8594
4251294,Uttar Pradesh,28.5058,77.9588
4251295,Tamil Nadu,12.8761,78.9858
4251296,Uttar Pradesh,25.8843,81.3412
4251297,Maharashtra,19.0263,73.0987
4251298,Telangana,17.4631,78.6102
4251299,Andhra Pradesh,14.3665,78.4575
4251300,Gujarat,22.4428,73.1909
4251301,Gujarat,22.2436,73.0854
4251302,Uttar Pradesh,29.049,78.9434
4251303,West Bengal,26.6077,88.9174
4251304,Gujarat,22.3633,73.1432
4251305,Karnataka,15.8987,74.5192
4251306,Uttar Pradesh,26.4538,82.7608
4251307,Rajasthan,26.7824,74.0856
4251308,Uttar Pradesh,29.3504,78.474
4251309,Jharkhand,23.2332,85.7448
4251310,West Bengal,21.7503,87.5368
4251311,Uttar Pradesh,29.1883,78.8585
4251312,West Bengal,26.2317,89.4551
4251313,Odisha,20.3588,85.8711
4251314,Bihar,25.4175,86.04
4251315,Karnataka,12.9989,77.7231
4251316,Uttar Pradesh,28.9639,77.299
4251317,Gujarat,23.133,70.0786
4251318,West Bengal,26.3997,88.7452
4251319,West Bengal,21.999,88.5661
4251320,West Bengal,24.0373,88.4786
4251321,Uttar Pradesh,27.1906,78.4786
4251322,Bihar,25.9069,84.7587
4251323,Maharashtra,20.1409,73.8945
4251324,Madhya Pradesh,23.0214,76.73
4251325,Uttar Pradesh,27.2049,79.5797
4251326,Uttar Pradesh,25.6206,80.5289
4251327,West Bengal,26.0389,89.4896
4251328,Uttar Pradesh,29.0153,78.3997
4251329,Uttar Pradesh,28.6467,78.8531
4251330,Bihar,25.9314,85.8668
4251331,Uttar Pradesh,26.5352,79.3558
4251332,Uttar Pradesh,24.1801,83.1416
4251333,Bihar,27.1007,84.284
4251334,West Bengal,22.5505,87.455
4251335,Andhra Pradesh,14.8481,78.3799
4251336,Jharkhand,24.4893,87.7966
4251337,West Bengal,22.6741,88.6995
4251338,Maharashtra,19.8719,75.3752
4251339,Bihar,25.1399,85.8374
4251340,Uttar Pradesh,28.886,79.142
4251341,Maharashtra,19.3211,77.1687
4251342,Odisha,21.762,85.9724
4251343,Andhra Pradesh,16.8764,81.9635
4251344,Uttarakhand,29.7584,78.1052
4251345,Uttar Pradesh,27.952,80.2108
4251346,Uttar Pradesh,29.0556,78.6091
4251347,Maharashtra,18.476,74.2736
4251348,Goa,15.2888,74.0227
4251349,West Bengal,21.7213,88.085
4251350,West Bengal,26.0439,89.5119
4251351,Maharashtra,19.7412,74.4483
4251352,Uttar Pradesh,26.6947,84.0136
4251353,Rajasthan,27.5833,76.8122
4251354,Uttar Pradesh,24.754,82.7893
4251355,Gujarat,21.1145,72.8533
4251356,Odisha,21.8255,83.9188
4251357,West Bengal,24.3967,88.0869
4251358,Uttarakhand,29.9422,78.0552
4251359,Uttar Pradesh,26.8423,80.8775
4251360,Haryana,29.3181,76.3122
4251361,Gujarat,22.9297,72.4486
4251362,Maharashtra,19.8022,72.7228
4251363,West Bengal,23.416,86.1457
4251364,Uttar Pradesh,29.5863,77.2561
4251365,Uttar Pradesh,28.2262,81.1493
4251366,Uttar Pradesh,28.5207,78.6858
4251367,Karnataka,13.3873,77.8594
4251368,West Bengal,22.9604,88.5692
4251369,Karnataka,14.4865,75.8542
4251370,Rajasthan,27.837,74.3213
4251371,Uttar Pradesh,26.0307,82.3418
4251372,Haryana,30.2786,76.9796
4251373,Uttar Pradesh,28.7042,78.5818
4251374,Maharashtra,19.9142,75.3837
4251375,Uttar Pradesh,26.4995,82.5204
4251376,Bihar,26.9525,84.5389
4251377,Assam,26.1049,92.9446
4251378,Uttar Pradesh,25.9521,82.3558
4251379,West Bengal,26.7182,88.9496
4251380,Uttar Pradesh,27.4519,81.6911
4251381,West Bengal,23.5527,88.3837
4251382,Odisha,20.6748,85.9888
4251383,Bihar,26.1207,87.4018
4251384,West Bengal,22.7371,88.6286
4251385,West Bengal,22.007,87.9975
4251386,Bihar,26.9319,84.3772
4251387,Uttar Pradesh,25.2652,83.2649
4251388,Uttar Pradesh,27.2073,81.7934
4251389,Haryana,29.8477,76.6617
4251390,Uttar Pradesh,27.1803,79.1185
4251391,Bihar,25.8069,86.8269
4251392,Gujarat,22.8981,69.4743
4251393,Jharkhand,24.8838,87.8569
4251394,Odisha,19.9925,85.4957
4251395,Uttar Pradesh,29.6145,78.3441
4251396,West Bengal,22.8224,87.7946
4251397,Uttar Pradesh,26.3714,83.6313
4251398,Uttar Pradesh,28.7212,78.2854
4251399,West Bengal,22.4374,88.1583
4251400,Uttar Pradesh,26.3548,79.7826
4251401,West Bengal,22.6173,88.7555
4251402,Uttar Pradesh,26.9864,83.0828
4251403,Uttar Pradesh,27.5372,79.4352
4251404,West Bengal,23.3759,88.5553
4251405,Uttar Pradesh,26.9722,80.8823
4251406,Uttar Pradesh,26.3718,82.766
4251407,Andhra Pradesh,14.016,79.9591
4251408,West Bengal,23.1664,87.2231
4251409,Madhya Pradesh,24.5619,80.9102
4251410,West Bengal,22.3485,88.6099
4251411,West Bengal,23.4587,87.9453
4251412,Uttar Pradesh,28.7429,77.9169
4251413,Jharkhand,24.6566,87.8768
4251414,Uttar Pradesh,26.6449,79.1494
4251415,Uttar Pradesh,27.2544,82.2115
4251416,West Bengal,26.3697,88.3898
4251417,Uttar Pradesh,27.2759,80.8435
4251418,Uttar Pradesh,27.2796,83.3615
4251419,Gujarat,22.8545,72.5925
4251420,West Bengal,23.5844,87.8122
4251421,Maharashtra,19.4644,76.9864
4251422,Uttar Pradesh,27.1637,81.5379
4251423,West Bengal,22.2132,86.8545
4251424,Uttar Pradesh,28.9262,77.6554
4251425,West Bengal,22.4115,87.5034
4251426,Odisha,22.4067,84.7268
4251427,Uttar Pradesh,27.3316,78.1905
4251428,Uttar Pradesh,26.6187,84.2943
4251429,Uttar Pradesh,28.7429,77.3065
4251430,Odisha,20.3262,86.5735
4251431,West Bengal,22.6151,87.3676
4251432,Gujarat,22.9774,72.5749
4251433,Uttarakhand,29.2101,79.5047
4251434,Gujarat,21.2686,72.9576
4251435,Rajasthan,24.7164,74.3788
4251436,Uttar Pradesh,26.5265,81.501
4251437,West Bengal,26.3279,88.382
4251438,Uttar Pradesh,27.763,81.6523
4251439,Uttar Pradesh,26.8743,78.5698
4251440,Maharashtra,21.2549,79.4113
4251441,Uttar Pradesh,28.5803,79.3302
4251442,Gujarat,21.1672,72.8714
4251443,West Bengal,23.3065,88.4227
4251444,Uttar Pradesh,29.0399,78.5666
4251445,Gujarat,21.0805,72.8444
4251446,Jammu and Kashmir,33.8244,75.0661
4251447,West Bengal,26.5141,88.9244
4251448,West Bengal,25.2015,88.3914
4251449,Bihar,26.4517,87.0628
4251450,Uttar Pradesh,29.3219,78.39
4251451,West Bengal,24.9938,88.0374
4251452,West Bengal,22.7742,88.7133
4251453,Maharashtra,19.2951,73.2031
4251454,Haryana,29.396,76.9917
4251455,Punjab,30.6028,74.248
4251456,Maharashtra,18.6712,73.8285
4251457,West Bengal,22.8103,88.9455
4251458,Haryana,30.0999,77.355
4251459,West Bengal,26.4237,89.8001
4251460,West Bengal,21.7514,87.7766
4251461,Jammu and Kashmir,33.8893,75.0725
4251462,Uttar Pradesh,28.0744,80.5223
4251463,West Bengal,22.6248,88.6279
4251464,Uttarakhand,30.1067,78.2969
4251465,Haryana,29.3307,76.0946
4251466,West Bengal,25.4041,88.1189
4251467,Uttar Pradesh,28.805,79.2052
4251468,West Bengal,25.4007,88.264
4251469,West Bengal,22.2772,87.834
4251470,Haryana,28.4336,77.0008
4251471,West Bengal,22.7252,88.8617
4251472,Uttar Pradesh,25.7209,82.2663
4251473,Rajasthan,26.8181,75.7713
4251474,West Bengal,22.5605,87.8416
4251475,Uttar Pradesh,28.7285,78.702
4251476,Uttar Pradesh,25.2696,83.0335
4251477,Uttar Pradesh,28.8793,79.0957
4251478,Uttar Pradesh,25.473,82.3713
4251479,Rajasthan,25.1201,75.8591
4251480,Uttar Pradesh,29.0188,77.6851
4251481,Jammu and Kashmir,33.7956,75.1626
4251482,Uttar Pradesh,26.8974,80.9894
4251483,West Bengal,24.0336,88.7129
4251484,Karnataka,12.7962,77.7106
4251485,Uttar Pradesh,27.8545,80.3532
4251486,Chhattisgarh,22.2905,82.0221
4251487,Haryana,28.1934,76.6028
4251488,Bihar,24.7013,84.9947
4251489,Uttar Pradesh,28.2674,79.2678
4251490,Gujarat,22.6908,73.5628
4251491,Jammu and Kashmir,34.0933,74.4176
4251492,Gujarat,21.177,72.8563
4251493,Uttar Pradesh,27.0314,80.1529
4251494,Gujarat,21.9014,71.0312
4251495,Uttar Pradesh,28.7723,79.0101
4251496,Gujarat,21.4091,73.9442
4251497,Gujarat,23.7633,72.8771
4251498,Uttar Pradesh,28.9962,77.9982
4251499,Uttar Pradesh,30.1473,77.507
4251500,Uttar Pradesh,25.7692,84.047
4251501,Gujarat,21.1527,72.8668
4251502,West Bengal,22.7205,87.3515
4251503,Andhra Pradesh,16.5718,81.9828
4251504,Uttarakhand,29.1352,78.9438
4251505,Uttar Pradesh,28.4936,79.4468
4251506,Uttar Pradesh,27.9613,79.7336
4251507,Jharkhand,23.3472,85.2824
4251508,Uttar Pradesh,27.1781,77.8063
4251509,Uttar Pradesh,27.0455,82.2177
4251510,Uttar Pradesh,29.1536,77.9902
4251511,Gujarat,23.6171,72.3845
4251512,Bihar,25.0764,85.9312
4251513,Madhya Pradesh,21.8427,76.3369
4251514,Uttar Pradesh,27.2231,77.944
4251515,Uttar Pradesh,28.7562,77.7727
4251516,Uttar Pradesh,27.9448,80.7722
4251517,Gujarat,23.2745,73.5862
4251518,Odisha,20.1515,86.4573
4251519,Tamil Nadu,11.5171,79.337
4251520,Uttar Pradesh,27.2928,82.8494
4251521,Uttarakhand,29.7421,78.0236
4251522,Uttar Pradesh,25.6665,80.2481
4251523,Uttar Pradesh,28.5918,78.5639
4251524,Bihar,25.9075,85.9746
4251525,Uttar Pradesh,25.6678,82.591
4251526,Jharkhand,23.2712,85.2485
4251527,West Bengal,23.2424,88.7032
4251528,Maharashtra,20.9218,77.3194
4251529,Uttar Pradesh,26.4029,80.3266
4251530,West Bengal,26.3462,89.4434
4251531,Uttarakhand,29.9682,77.9102
4251532,West Bengal,21.6285,88.2586
4251533,Uttarakhand,29.2193,78.8911
4251534,Uttar Pradesh,26.0696,82.3061
4251535,Jharkhand,23.9928,85.7701
4251536,Uttar Pradesh,28.38,78.9876
4251537,West Bengal,22.3123,86.8856
4251538,Uttarakhand,28.5352,77.4409
4251539,Uttar Pradesh,27.873,79.7962
4251540,Karnataka,13.1542,77.0293
4251541,Bihar,26.0536,87.4432
4251542,West Bengal,24.0021,88.5593
4251543,Punjab,31.2396,74.8412
4251544,Uttar Pradesh,27.4655,81.7229
4251545,Bihar,26.6471,85.3248
4251546,Odisha,20.2596,83.1185
4251547,West Bengal,24.5796,87.9321
4251548,West Bengal,25.783,87.9321
4251549,Uttar Pradesh,26.886,83.6403
4251550,Punjab,30.2725,75.2357
4251551,Uttar Pradesh,25.6888,82.6435
4251552,Uttar Pradesh,26.52,79.3823
4251553,Uttar Pradesh,25.4327,82.3846
4251554,West Bengal,22.5832,87.9801
4251555,Rajasthan,28.3041,74.9642
4251556,Uttar Pradesh,28.6417,79.2209
4251558,Uttar Pradesh,28.3255,80.3147
4251559,Uttar Pradesh,29.2204,77.7908
4251560,Uttar Pradesh,28.9396,77.3697
4251561,Uttar Pradesh,29.5251,77.2218
4251562,Uttar Pradesh,26.8326,84.0459
4251563,Odisha,19.7793,85.1699
4251564,West Bengal,22.5201,88.7612
4251565,West Bengal,22.4318,87.7617
4251566,Uttar Pradesh,28.5023,78.8826
4251567,West Bengal,23.0352,88.6177
4251568,Haryana,29.7755,76.9567
4251569,Uttar Pradesh,29.0014,78.6992
4251570,Uttar Pradesh,26.9619,79.2058
4251571,West Bengal,24.5,87.9175
4251572,Uttarakhand,29.92,78.0426
4251573,West Bengal,21.8283,87.3672
4251574,Uttar Pradesh,27.11,78.5963
4251575,Gujarat,23.06,72.5367
4251576,Gujarat,23.056,72.6323
4251577,Uttar Pradesh,29.5029,78.2035
4251578,West Bengal,23.1772,87.6408
4251579,Uttar Pradesh,26.3403,80.2924
4251580,West Bengal,24.5908,88.0403
4251581,West Bengal,22.6898,88.7635
4251582,Uttar Pradesh,25.3771,83.0673
4251583,Odisha,19.3954,82.5607
4251584,Bihar,26.1436,87.6187
4251585,West Bengal,23.5753,88.6101
4251586,Bihar,26.8243,84.4877
4251587,Odisha,20.1678,85.008
4251588,Odisha,20.8673,85.7142
4251589,Uttar Pradesh,28.4807,78.6599
4251590,Uttarakhand,30.3964,77.8017
4251591,Uttar Pradesh,27.1794,83.869
4251592,Uttar Pradesh,29.3358,78.2249
4251593,Uttar Pradesh,29.0285,79.0543
4251594,West Bengal,25.5561,88.1107
4251595,Uttar Pradesh,25.5405,83.305
4251596,Maharashtra,20.7128,77.0161
4251597,Gujarat,20.8567,72.9054
4251598,Uttar Pradesh,27.6375,81.9436
4251599,Uttar Pradesh,27.0837,81.1806
4251600,Uttar Pradesh,26.8927,79.4191
4251601,Jharkhand,24.396,87.7959
4251602,Uttar Pradesh,26.8758,79.7155
4251603,Uttar Pradesh,26.0792,81.507
4251604,Karnataka,16.5062,75.2592
4251605,West Bengal,22.0108,88.3881
4251606,West Bengal,22.2026,88.7111
4251607,Rajasthan,26.3402,72.9862
4251608,Uttar Pradesh,28.3813,78.1157
4251609,West Bengal,24.3842,87.9557
4251610,Uttar Pradesh,27.8932,79.1934
4251611,West Bengal,22.9574,87.8587
4251612,Uttar Pradesh,27.1865,80.0435
4251613,West Bengal,25.576,88.2723
4251614,West Bengal,23.4121,88.6177
4251615,Odisha,20.2968,82.9529
4251616,Uttar Pradesh,27.4784,79.6567
4251617,Uttar Pradesh,27.1475,83.3128
4251618,Odisha,20.884,85.8776
4251619,Uttar Pradesh,28.7167,77.6483
4251620,Uttar Pradesh,29.1269,78.9909
4251621,Uttar Pradesh,26.9231,79.8993
4251622,Uttar Pradesh,26.2914,80.9286
4251623,Bihar,26.2339,87.4729
4251624,Gujarat,22.7309,71.6546
4251625,Uttar Pradesh,26.8775,84.0306
4251626,Maharashtra,16.5832,74.3208
4251627,Jammu and Kashmir,33.8908,74.7872
4251628,Uttarakhand,29.7889,77.7858
4251629,Uttarakhand,29.2107,78.9613
4251630,Bihar,26.3773,85.7803
4251631,Uttar Pradesh,27.433,79.4107
4251632,Uttar Pradesh,25.3086,83.0437
4251633,West Bengal,22.7375,88.6299
4251634,Bihar,26.3417,88.0644
4251635,Uttar Pradesh,29.1093,78.9154
4251636,Uttarakhand,29.9338,78.0592
4251637,West Bengal,26.2968,88.857
4251638,Uttar Pradesh,28.5541,78.6014
4251639,West Bengal,23.7933,88.4882
4251640,Rajasthan,28.2407,75.0767
4251641,Gujarat,20.2817,72.8737
4251642,Uttar Pradesh,25.1852,80.857
4251643,Maharashtra,19.593,73.0122
4251644,Madhya Pradesh,23.9362,78.217
4251645,Gujarat,22.6794,74.2775
4251646,Uttar Pradesh,27.6716,81.7839
4251647,Uttar Pradesh,26.8286,79.6743
4251648,West Bengal,25.4456,88.4323
4251649,Uttar Pradesh,26.5059,83.6914
4251650,Jharkhand,24.256,86.3352
4251651,Bihar,24.9836,84.2431
4251652,Uttar Pradesh,27.1746,78.405
4251653,Maharashtra,19.2069,73.1987
4251654,West Bengal,26.5389,89.6851
4251655,Assam,26.0386,90.3042
4251656,Rajasthan,25.9778,75.1544
4251657,West Bengal,24.1975,88.4994
4251658,Uttar Pradesh,28.7296,79.344
4251659,Uttar Pradesh,28.0281,80.0423
4251660,Maharashtra,21.1599,79.1133
4251661,Uttar Pradesh,28.9807,78.819
4251662,Uttar Pradesh,25.5467,82.0849
4251663,Gujarat,21.1786,72.8546
4251664,West Bengal,22.3238,87.8166
4251665,Jharkhand,23.8021,86.4009
4251666,Tamil Nadu,12.1306,78.1546
4251667,West Bengal,26.3695,88.7307
4251668,West Bengal,26.1401,89.2389
4251669,West Bengal,22.1734,87.6314
4251670,Uttar Pradesh,25.9699,82.3115
4251671,Rajasthan,26.8228,77.7444
4251672,Uttar Pradesh,25.468,82.4897
4251673,Jharkhand,24.6751,87.8454
4251674,Uttar Pradesh,26.16,83.4622
4251675,West Bengal,22.5667,88.6628
4251676,Bihar,24.9964,86.9046
4251677,Uttar Pradesh,26.4146,80.2995
4251678,Uttar Pradesh,29.4153,77.6234
4251679,West Bengal,26.1782,89.2749
4251680,Uttar Pradesh,28.2657,78.4071
4251681,Bihar,26.3503,87.8404
4251682,West Bengal,24.0441,88.4192
4251683,Maharashtra,19.368,73.1757
4251684,Uttar Pradesh,26.7,79.5718
4251685,Rajasthan,24.7721,76.2541
4251686,Punjab,30.8676,75.9293
4251687,Odisha,20.2544,82.9804
4251688,West Bengal,22.5364,88.6133
4251689,Uttar Pradesh,27.2161,83.7672
4251690,Gujarat,22.4181,69.0299
4251691,Bihar,26.8516,84.3727
4251692,Gujarat,22.7475,72.4517
4251693,Bihar,24.7213,86.54
4251694,Uttar Pradesh,26.0673,83.4917
4251695,Uttar Pradesh,25.5243,81.9605
4251696,Bihar,26.1489,87.5657
4251697,West Bengal,23.1165,87.3454
4251698,Bihar,24.6882,86.3405
4251699,Uttar Pradesh,26.6985,81.4364
4251700,Karnataka,17.3633,76.835
4251701,Uttar Pradesh,26.0889,83.2933
4251702,Uttar Pradesh,26.3883,83.9314
4251703,West Bengal,25.2592,88.0123
4251704,Uttar Pradesh,26.8396,77.4841
4251705,Odisha,21.7888,87.1925
4251706,West Bengal,22.6972,88.1148
4251707,West Bengal,22.9271,86.6571
4251708,Gujarat,23.2445,72.5061
4251709,Odisha,20.4865,85.0061
4251710,Uttar Pradesh,29.4688,77.9379
4251711,Uttar Pradesh,28.1287,81.4058
4251712,Jharkhand,23.3548,85.319
4251713,Haryana,28.4383,77.0058
4251714,Bihar,26.2154,85.9218
4251715,Odisha,20.5533,83.5018
4251716,Bihar,24.9946,87.1368
4251717,Odisha,20.2149,83.206
4251718,Maharashtra,18.6725,73.7869
4251719,Uttar Pradesh,28.9605,79.154
4251720,Uttar Pradesh,25.7537,81.6909
4251721,West Bengal,25.2595,88.0425
4251722,Odisha,22.2434,86.1634
4251723,Rajasthan,24.2376,76.544
4251724,Uttar Pradesh,25.7149,82.1521
4251725,Uttar Pradesh,28.7983,78.9002
4251726,Uttar Pradesh,25.1143,82.6446
4251727,Haryana,29.9039,76.9483
4251728,Uttar Pradesh,27.2807,82.8705
4251729,Uttar Pradesh,26.4816,80.3895
4251730,Uttar Pradesh,28.0788,79.6308
4251731,Madhya Pradesh,26.4989,78.0033
4251732,Bihar,27.1082,84.43
4251733,Uttar Pradesh,28.6651,79.6076
4251734,Rajasthan,27.1869,75.623
4251735,Bihar,25.3616,87.1274
4251736,Uttar Pradesh,27.5876,78.0492
4251737,West Bengal,26.0566,88.1283
4251738,Uttar Pradesh,28.8813,78.557
4251739,Uttar Pradesh,28.493,77.5599
4251740,West Bengal,22.7534,87.734
4251741,Rajasthan,26.4061,73.7922
4274350,Kerala,10.3394,76.2105
4251742,Uttarakhand,30.4059,77.7942
4251743,Rajasthan,26.6804,77.8977
4251744,Uttar Pradesh,26.9988,78.2736
4251745,Uttar Pradesh,26.496,79.8999
4251746,Bihar,26.1745,87.5527
4251747,West Bengal,25.3637,88.7104
4251748,Uttar Pradesh,26.7764,82.3785
4251749,Rajasthan,25.0372,76.1399
4251750,Uttar Pradesh,26.565,83.6643
4251751,Bihar,25.5447,86.5604
4251752,West Bengal,24.062,87.6205
4251753,Uttarakhand,30.4301,78.4063
4251754,Chhattisgarh,20.8295,80.7465
4251755,Uttar Pradesh,27.5564,77.7948
4251756,Bihar,25.792,86.6979
4251757,Uttar Pradesh,26.922,80.0172
4251758,West Bengal,22.2478,88.034
4251759,Bihar,26.4453,85.138
4251760,Jammu and Kashmir,34.0644,74.7582
4251761,Uttar Pradesh,27.6595,80.8446
4251762,West Bengal,26.5207,89.6535
4251763,Andhra Pradesh,14.1461,80.0325
4251764,Bihar,26.2423,85.1129
4251765,Uttar Pradesh,26.8299,83.7106
4251766,Rajasthan,24.9216,73.1385
4251767,Uttar Pradesh,26.7803,79.2911
4251768,Uttar Pradesh,26.9129,81.621
4251769,Maharashtra,20.9649,79.9807
4251770,West Bengal,23.4673,87.8695
4251771,Gujarat,21.3213,72.8791
4251772,Madhya Pradesh,24.0542,78.0796
4251773,West Bengal,24.3549,87.8822
4251774,Bihar,25.5199,86.084
